"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"487","555","555-07-V0003-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","138","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-07-V0004","VALVE, BUTTERFLY, 2-1/2""","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","139","8258","2","0","2","16516","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-07-V0004-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","140","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-07-V0005","VALVE, BALL, 2-1/2"" IPS ","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","141","7638","4","0","4","30552","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-07-V0005-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","142","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-07-V0006","VALVE, BALL, 2-1/2"" IPS ","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","143","13459","5","0","5","67295","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-07-V0006-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","144","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-07-V0012","VALVE, BALL, 2-1/2"" IPS ","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","145","7314","2","0","2","14628","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-07-V0012-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","146","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","555"," 555M - FIREFIGHTING","","","","","","","","","","","","","","","","","",""
"487","555","    555-07-V0014","VALVE, BALL, 1"" IPS, SST","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","147","11243","4","0","4","44972","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-07-V0014-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","148","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-07-V0015","VALVE, BALL, 1-1/4"" IPS ","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","149","12077","2","0","2","24154","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-07-V0015-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","150","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-07-V0016","VALVE, BALL, 1-1/2"" IPS,","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","151","12184","4","0","4","48736","03/31/2019","       /    /    ","            ","            ",""
"487","555","555-07-V0016-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","152","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","555","    555-02-V0027","VALVE, BALL, 2"" IPS, BRO","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","26","3349","3","0","3","10047","10/01/2018","       /    /    ","            ","            ",""
"487","555","    555-02-V012A","VALVE, BALL, 1-1/2""IPS, ","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","27","1097","22","0","22","24134","10/01/2018","       /    /    ","            ","            ",""
"487","555","555-02-V0026-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","52","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","555","555-02-V0027-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","53","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","555","555-02-V012A-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","54","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","555","    555-07-V0018","VALVE, GLOBE, 1 IPS, NIC","VALVE     ","                  ","   ","106506","DERBYSHIRE M","931295","2","1212.8","2","0","2","2425.6","05/12/2018","       /    /    ","            ","            ",""
"487","555","    555-07-V0019","VALVE, GLOBE, 1/2 IPS, N","VALVE     ","                  ","   ","106506","DERBYSHIRE M","931295","4","612.95","6","0","6","3677.7","05/12/2018","       /    /    ","            ","            ",""
"487","555","    555-07-V0020","VALVE, GLOBE, 1/4 IPS, N","VALVE     ","                  ","   ","106506","DERBYSHIRE M","931295","6","348.6","8","0","8","2788.8","05/12/2018","       /    /    ","            ","            ",""
"487","555","    555-07-V0021","VALVE, GLOBE, 3/4 IPS, N","VALVE     ","                  ","   ","106506","DERBYSHIRE M","931295","8","796.4","2","0","2","1592.8","05/12/2018","       /    /    ","            ","            ",""
"487","555","555-07-V0018-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","106506","DERBYSHIRE M","931295","10","0","1","0","1","0","05/12/2018","       /    /    ","            ","            ",""
"487","555","555-07-V0019-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","106506","DERBYSHIRE M","931295","12","0","1","0","1","0","05/12/2018","       /    /    ","            ","            ",""
"487","555","555-07-V0020-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","106506","DERBYSHIRE M","931295","14","0","1","0","1","0","05/12/2018","       /    /    ","            ","            ",""
"487","555","555-07-V0021-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","106506","DERBYSHIRE M","931295","16","0","1","0","1","0","05/12/2018","       /    /    ","            ","            ",""
"487","555","    555-07-SF001","SPECTACLE FLANGE, 1"", 90","PLATE     ","ORIFICE           ","   ","105206","NORTHERN FAB","941326","3","36.07","2","0","2","72.14","03/09/2018","       /    /    ","            ","            ",""
"487","555","    555-07-SF002","SPECTACLE FLANGE, 1/2"", ","PLATE     ","ORIFICE           ","   ","105206","NORTHERN FAB","941326","4","25.45","6","0","6","152.7","03/09/2018","       /    /    ","            ","            ",""
"487","555","    555-07-E0001","PUMP, WATERMIST TRANSFER","PUMP      ","TRANSFER          ","   ","104058","CARVER PUMP ","941331","6","29444","1","0","1","29444","05/15/2019","       /    /    ","            ","            ",""
"487","555","555-07-E0001-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104058","CARVER PUMP ","941331","22","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","555","555-07-E0001-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104058","CARVER PUMP ","941331","23","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"487","555","555-07-E0001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104058","CARVER PUMP ","941331","24","0","1","0","1","0","05/15/2019","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","555    :   472209.74","","","","","","","",""
"SWBS :","593"," 593M - POLLUTION","CONTROL SYS","","","","","","","","","","","","","","","","",""
"487","593","    593-02-V0002","VALVE, CHECK, 1"" IPS, BR","VALVE     ","CHECK             ","   ","104265","STAR MARKETI","931089","5","1335","2","2","2","2670","01/04/2018","       /    /    ","            ","            ",""
"487","593","593-02-V0002-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104265","STAR MARKETI","931089","6","0","1","0","1","0","01/04/2018","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","593    :     2670.00","","","","","","","",""
"SWBS :","602"," 602M - HULL DESIGNATING","& MARK","","","","","","","","","","","","","","","","",""
"487","602","    602-01-00001","CARD HOLDER, TYPE ""A"" CA","CARD HOLDE","                  ","   ","23101","GRAINGER    ","921771","9","0","61","61","61","0","02/09/2018","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ",":00:00","0","","","","","","",""
"SWBS :","633"," 633M - CATHODIC","PROTECTION","","","","","","","","","","","","","","","","",""
"487","633","    633-02-00019","LOW VOLTAGE ANODE, LSS-5","ANODE     ","LOW VOLTAGE       ","   ","107352","CATHWELL AS ","921814","4","308","50","0","50","15400","05/16/2018","       /    /    ","            ","            ",""
"487","633","    633-01-00001","IMPRESSED CURRENT CATHOD","SYSTEM    ","PROTECTION        ","   ","107626","EVOQUA WATER","941346","1","293680","1","0","1","293680","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","107626","EVOQUA WATER","941346","2","0","1","0","1","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-L23","RELEASE FOR MANUFACTURE ","RELEASE FO","                  ","   ","107626","EVOQUA WATER","941346","3","0","1","0","1","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","107626","EVOQUA WATER","941346","4","0","1","0","1","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-L20","SUPPORT, VENDOR         ","SUPPORT   ","VENDOR            ","   ","107626","EVOQUA WATER","941346","5","23850","1","0","1","23850","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-801","ANODE ASSEMBY,          ","ASSEMBLY  ","ANODE             ","   ","107626","EVOQUA WATER","941346","6","0","12","0","12","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-802","REFERENCE CELL ASSEMBLY,","ASSEMBLY  ","CELL              ","   ","107626","EVOQUA WATER","941346","7","0","6","0","6","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-803","SHAFT GROUND ASSEMBLY,  ","ASSEMBLY  ","GROUND            ","   ","107626","EVOQUA WATER","941346","8","0","4","0","4","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-804","BAND, SILVER, 42 INCH LO","BAND      ","SILVER            ","   ","107626","EVOQUA WATER","941346","9","0","4","0","4","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-805","CAPASTIC, KIT (3/4) GAL ","KIT       ","CAPASTIC          ","   ","107626","EVOQUA WATER","941346","10","0","6","0","6","0","05/02/2019","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","633"," 633M - CATHODIC","PROTECTION","","","","","","","","","","","","","","","","",""
"487","633","633-01-00001-806","ANODE HULL FITTINGS     ","FITTING   ","ANODE             ","   ","107626","EVOQUA WATER","941346","11","0","12","0","12","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-807","REF ELECTRODE HULL FITTI","FITTING   ","ELECTRODE         ","   ","107626","EVOQUA WATER","941346","12","0","6","0","6","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-810","POWER SUPPLY CONTROLLER,","CONTROLLER","POWER             ","   ","107626","EVOQUA WATER","941346","13","0","1","0","1","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-811","POWER SUPPLY CONTROLLER,","CONTROLLER","POWER             ","   ","107626","EVOQUA WATER","941346","14","0","1","0","1","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-812","POWER SUPPLY CONTROLLER,","CONTROLLER","POWER             ","   ","107626","EVOQUA WATER","941346","15","0","1","0","1","0","05/02/2019","       /    /    ","            ","            ",""
"487","633","633-01-00001-813","STUD/FERRULE, 28MM LG, U","STUD      ","                  ","   ","107626","EVOQUA WATER","941346","16","0","72","0","72","0","05/02/2019","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","633    :   332930.00","","","","","","","",""
"SWBS :","637"," 637M - GEN REQ","FOR SHEATHING","","","","","","","","","","","","","","","","",""
"487","637","    637-03-00012","SHEET, 11GA X72X120, STL","SHEET     ","                  ","   ","104757","METALS USA  ","766182","15","40","1","0","1","40","02/15/2018","       /    /    ","            ","            ",""
"487","637","    637-03-00003","SHEET, 11GA X4'X8', STL ","SHEET     ","                  ","   ","33670","RYERSON     ","766207","7","80","6","0","6","480","03/05/2018","       /    /    ","            ","            ",""
"487","637","    637-03-00002","SHEET, 16GA X4'X8', STL ","SHEET     ","                  ","   ","33670","RYERSON     ","766207","8","40","7","0","7","280","03/05/2018","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","637    :      800.00","","","","","","","",""
"SWBS :","656"," TRASH DISPOSAL","","","","","","","","","","","","","","","","","",""
"487","656","    656-01-G0001","PULPER, NAVY, SMALL     ","PULPER    ","SMALL             ","   ","108268","GOVERNMENT F","970600","1","0","1","0","1","0","07/01/2018","       /    /    ","            ","            ",""
"487","656","656-01-G0001-801","CONTROL ENCLOSURE (GFE -","ENCLOSURE ","CONTROL           ","   ","108268","GOVERNMENT F","970600","2","0","1","0","1","0","07/01/2018","       /    /    ","            ","            ",""
